ID,Total_Area_sqft,Bedrooms,City,Country,Distance_to_CityCenter_km,Price,Population_Density,Year_to_build
106485,1081,4,Calgary,Canada,1.0845467,809.65894,10154,2017
106622,1678,6,Calgary,Canada,5.4347258,1016.9451,5283,2017
106690,1273,8,Ottawa,Canada,8.815832,668.8193,11293,2022
106739,2208,2,Vancouver,Canada,6.718798,849.6212,8454,2024
106757,1483,3,Ottawa,Canada,12.997953,704.82324,9729,2015
106858,1661,3,Ottawa,Canada,3.9673667,914.49786,5348,2025
106870,1199,4,Montreal,Canada,9.40968,552.8785,9095,2020
106929,2201,5,Toronto,Canada,12.108502,939.85156,8068,2016
106984,871,5,Ottawa,Canada,2.9257956,677.237,8907,2006
106988,800,3,Calgary,Canada,3.2141988,514.35455,15593,2006
107057,1493,4,Vancouver,Canada,1.0842215,1281.3263,7395,2015
107207,1611,3,Calgary,Canada,4.0631313,1026.9589,4642,2025
107211,1020,3,Ottawa,Canada,5.701366,626.8962,12861,1998
107220,699,2,Calgary,Canada,2.388275,256.10385,15575,2022
107270,1501,4,Toronto,Canada,8.419966,679.63934,10783,2025
107305,1415,5,Ottawa,Canada,3.9957242,1003.78394,15187,2017
107347,1178,4,Montreal,Canada,13.295271,559.55725,9364,2024
107388,1569,2,Toronto,Canada,3.308825,1300.9537,11193,2022
107397,1210,1,Calgary,Canada,13.5003605,350.4757,12012,2023
107404,1622,3,Montreal,Canada,6.057571,650.75433,11261,2021
107408,746,4,Calgary,Canada,7.2863154,352.08862,14536,2016
107468,1016,3,Montreal,Canada,1.755454,522.035,8879,2007
107544,2390,1,Toronto,Canada,18.80501,806.0523,8100,2013
107548,739,3,Montreal,Canada,14.384602,258.82544,10559,2022
107655,2227,3,Calgary,Canada,3.7510426,1043.1836,8219,2022
107710,1450,4,Ottawa,Canada,10.742399,772.0971,13681,2021
107735,1228,2,Montreal,Canada,2.662932,756.9512,2163,2021
107774,1648,4,Ottawa,Canada,21.585003,539.08624,15461,2015
107780,1365,2,Toronto,Canada,14.048603,490.85178,1847,2017
107848,1321,3,Calgary,Canada,5.224015,748.7897,12083,2025
107858,2009,4,Ottawa,Canada,11.390035,769.3608,4869,2017
107901,1211,2,Montreal,Canada,2.7400787,702.36224,10714,2017
107932,956,2,Calgary,Canada,10.5025625,374.47122,10345,2020
107940,740,2,Calgary,Canada,11.605071,223.47652,16781,2022
107977,1485,3,Montreal,Canada,7.346578,927.0378,8941,2017
108002,985,5,Toronto,Canada,2.0092862,777.64856,5890,2023
108042,597,5,Vancouver,Canada,4.813354,388.7517,8339,2020
108057,2436,4,Toronto,Canada,6.816131,1481.0023,10129,2015
108093,1143,2,Vancouver,Canada,5.2424283,472.00858,12034,2022
108130,963,9,Ottawa,Canada,1.0483311,985.3422,8710,2024
108285,785,3,Toronto,Canada,26.063143,176.41939,6548,2009
108329,1164,5,Ottawa,Canada,5.4505877,787.72516,9127,2024
108330,1160,2,Montreal,Canada,5.242968,672.3015,12526,2025
108384,2592,3,Vancouver,Canada,5.3090725,1427.5813,6634,2013
108478,1338,5,Ottawa,Canada,7.1018972,801.1737,11437,2003
108480,1172,10,Ottawa,Canada,15.248836,631.44977,10345,2022
108594,4970,2,Ottawa,Canada,3.0481625,2335.616,8740,2025
108670,711,6,Vancouver,Canada,5.341111,528.43176,8231,2025
108697,2606,5,Vancouver,Canada,2.8597534,1974.9028,6960,2022
108906,2012,3,Montreal,Canada,10.941499,706.29645,9846,2022
108923,1962,6,Ottawa,Canada,5.4315243,1483.9044,12702,2002
108933,684,4,Calgary,Canada,17.019781,218.5223,9247,2023
108970,376,3,Vancouver,Canada,10.144415,134.47275,10448,2022
109101,1749,3,Toronto,Canada,8.7113495,785.0256,11311,2023
109114,633,3,Calgary,Canada,7.9733286,281.28546,10147,2019
109133,1299,6,Toronto,Canada,3.8795466,953.80273,11774,2022
109139,1668,8,Vancouver,Canada,3.7124104,1265.3103,6958,2020
109223,801,3,Toronto,Canada,1.997286,521.7243,9407,2021
109291,1834,4,Calgary,Canada,5.4589643,935.8385,5457,2022
109333,2961,8,Calgary,Canada,8.64454,1505.1251,4747,2025
109334,1135,2,Toronto,Canada,14.960412,304.89203,11335,2024
109362,590,4,Montreal,Canada,4.392862,557.7624,9543,2022
109409,1277,5,Ottawa,Canada,1.7157537,940.1022,9283,2025
109418,1332,5,Calgary,Canada,3.4847713,908.3175,11003,2022
109498,1700,3,Toronto,Canada,4.3645325,977.1373,7656,2023
109512,1292,4,Montreal,Canada,10.528732,628.071,12511,2012
109555,554,4,Montreal,Canada,3.8348913,358.57175,12026,2012
109598,939,7,Montreal,Canada,9.516536,692.7979,3813,2022
109604,3002,2,Ottawa,Canada,18.417164,1014.06165,6739,2008
109620,1433,2,Vancouver,Canada,6.921468,500.9738,6959,2015
109626,815,5,Ottawa,Canada,10.289046,373.929,12158,2025
109631,972,4,Vancouver,Canada,4.3109846,614.0816,10703,2020
109636,1661,3,Ottawa,Canada,3.4873972,1018.40643,6958,2025
109654,1275,2,Vancouver,Canada,2.3640492,959.5942,10460,2002
109732,1435,5,Calgary,Canada,5.462517,762.78436,4019,2025
109740,1298,3,Calgary,Canada,2.5071523,776.1196,7204,2020
109757,1795,4,Montreal,Canada,0.91399145,1323.568,2446,2022
109785,1511,4,Vancouver,Canada,12.936105,526.925,4596,2020
109809,1511,4,Montreal,Canada,3.4004383,1072.0121,10412,2015
109907,1821,4,Ottawa,Canada,10.403103,1105.0272,13227,2024
109967,912,4,Ottawa,Canada,3.6618795,499.24692,13780,2023
109971,1305,6,Vancouver,Canada,6.449516,1275.1783,5430,2023
109982,1588,10,Toronto,Canada,9.567178,1071.7281,12651,2023
110088,1623,6,Montreal,Canada,11.418293,887.72345,9172,2021
110172,1181,3,Montreal,Canada,2.070677,785.12366,5441,2025
110174,857,3,Vancouver,Canada,0.24398421,548.2667,2202,2023
110238,550,4,Toronto,Canada,7.714188,331.24277,12875,2012
110334,883,3,Montreal,Canada,9.451449,329.74307,6060,2004
110357,1051,6,Ottawa,Canada,1.8733029,1386.6023,935,2019
110373,3738,3,Ottawa,Canada,8.305604,1872.2936,4982,2019
110401,1038,5,Calgary,Canada,11.106174,471.6187,16859,2009
110432,1539,5,Toronto,Canada,11.119771,824.05237,10939,2021
110443,1633,4,Calgary,Canada,6.5684977,782.2493,8991,2018
110520,801,3,Calgary,Canada,4.12347,312.3713,11858,2022
110571,2301,2,Montreal,Canada,0.5042683,1363.328,9468,2018
110599,1892,2,Calgary,Canada,17.074717,703.037,16806,2020
110616,1850,6,Montreal,Canada,5.227783,1105.471,9693,2025
110688,3292,2,Montreal,Canada,11.58916,1081.9934,10804,2009
110704,852,2,Toronto,Canada,5.52697,613.6347,3577,2025
110706,688,9,Ottawa,Canada,5.691229,615.4803,6434,2017
110729,1003,5,Vancouver,Canada,8.81977,564.0213,1976,2019
110733,1275,2,Calgary,Canada,0.99999774,746.8859,15659,2014
110851,597,3,Montreal,Canada,5.823231,280.7923,3064,2022
110858,2073,6,Vancouver,Canada,1.2851831,1635.7635,11920,2020
110861,1440,3,Ottawa,Canada,9.214568,644.9393,10712,2016
110869,1545,2,Ottawa,Canada,1.6812264,829.5819,14027,2024
110919,1681,4,Vancouver,Canada,4.590512,1179.7229,8660,2012
110933,1790,2,Montreal,Canada,9.246942,828.353,8912,2020
110954,1030,6,Calgary,Canada,1.9745989,914.8517,11287,2025
111039,874,1,Toronto,Canada,6.1667747,443.35654,8994,2024
111044,908,5,Vancouver,Canada,8.545129,537.1223,2535,2024
111046,1797,3,Ottawa,Canada,1.481063,1796.8187,11670,2015
111158,2831,2,Montreal,Canada,8.565745,831.34247,12516,2021
111189,1766,5,Ottawa,Canada,34.957047,488.0611,14116,2016
111213,2056,3,Montreal,Canada,8.635049,1004.6504,6292,2021
111254,2624,3,Toronto,Canada,1.0908164,1736.4708,2619,2022
111269,1811,4,Vancouver,Canada,5.157448,1183.3746,6245,2023
111296,1077,4,Ottawa,Canada,9.33953,788.9954,14859,2011
111307,567,7,Ottawa,Canada,3.4678278,455.59915,12251,2022
111322,501,4,Vancouver,Canada,2.7016692,394.77295,6254,2021
111338,984,4,Toronto,Canada,1.8650926,875.0862,2751,2021
111340,1444,8,Toronto,Canada,2.83244,1676.1459,7746,2023
111347,1544,3,Toronto,Canada,5.033475,898.2423,6641,2014
111426,1242,6,Vancouver,Canada,17.827148,574.8428,9177,2022
111430,1371,1,Toronto,Canada,2.6902971,1043.5579,9271,2008
111479,1812,3,Toronto,Canada,5.008048,1105.6515,12751,2018
111497,879,3,Calgary,Canada,4.839792,507.0223,7549,2022
111523,1787,3,Vancouver,Canada,9.8040285,888.1386,6011,2025
111563,2581,3,Montreal,Canada,6.537076,1560.0941,13060,2025
111627,4366,3,Toronto,Canada,1.1681145,2833.642,9203,2013
111685,782,10,Toronto,Canada,6.579093,657.7277,6498,2007
111773,1065,5,Montreal,Canada,9.976376,717.4763,9604,2023
111790,1657,7,Calgary,Canada,4.922715,814.5263,3029,2007
111811,959,3,Vancouver,Canada,2.8867426,603.6907,824,2025
111915,1653,2,Calgary,Canada,1.2966846,1122.5343,14263,2019
111921,656,3,Ottawa,Canada,12.089603,391.01376,4001,2021
112008,663,5,Montreal,Canada,2.0981345,559.79626,10259,2023
112040,1348,4,Calgary,Canada,16.053568,638.33234,8836,2006
112093,1591,2,Ottawa,Canada,4.061314,1074.359,10447,2023
112114,532,4,Montreal,Canada,4.1748357,408.32834,4152,2010
112165,1125,6,Vancouver,Canada,8.622658,791.82434,9605,2020
112172,1494,4,Vancouver,Canada,16.315868,589.02563,9529,2020
112230,1138,4,Calgary,Canada,5.2870173,624.2238,13531,2017
112302,847,3,Montreal,Canada,6.140912,427.47623,9380,2021
112334,1569,3,Toronto,Canada,5.716351,1017.2507,7930,2024
112402,797,5,Toronto,Canada,10.641096,528.3966,2339,2023
112434,952,3,Vancouver,Canada,0.8767062,863.5404,5885,2023
112439,1597,4,Ottawa,Canada,11.806958,827.5671,13426,2025
112448,2068,5,Vancouver,Canada,2.6783855,1357.8724,2775,2023
112488,1956,5,Ottawa,Canada,8.7591095,1214.1036,13200,2024
112501,1508,2,Vancouver,Canada,9.82552,515.85693,10203,2023
112511,1517,5,Vancouver,Canada,8.300785,1104.7488,4319,2025
112546,4170,3,Ottawa,Canada,17.524082,1939.6936,11374,2024
112605,1327,4,Toronto,Canada,2.734153,854.9691,2921,2021
112617,2713,2,Calgary,Canada,5.3289146,1104.8553,14856,2024
112666,2632,10,Vancouver,Canada,2.5635705,2477.7642,11586,2025
112669,1668,8,Toronto,Canada,5.5701876,1591.2548,5391,2023
112677,756,8,Ottawa,Canada,1.7655871,911.3102,10142,2012
112783,1935,3,Calgary,Canada,11.2117815,858.13025,15420,2023
112845,1028,3,Ottawa,Canada,4.8004065,585.7949,14449,2025
112874,1409,4,Ottawa,Canada,3.844961,1167.9279,14703,2025
112920,590,5,Toronto,Canada,1.6202585,507.58612,8187,2020
112993,1998,6,Ottawa,Canada,4.154611,1582.7843,11681,2022
113021,888,5,Toronto,Canada,7.080395,618.6673,9356,2024
113124,1789,7,Vancouver,Canada,8.358462,1229.6066,11823,2008
113169,2377,4,Toronto,Canada,4.9341707,1759.7819,3930,2022
113198,1172,3,Vancouver,Canada,1.1335714,1046.0668,8638,2025
113271,1837,5,Toronto,Canada,3.1811013,1467.7286,9338,2022
113295,1399,5,Ottawa,Canada,1.2130536,1405.5366,11099,2025
113358,1316,1,Toronto,Canada,6.392634,559.90875,12505,2024
113408,3086,2,Montreal,Canada,2.6686602,1554.2999,4807,2021
113480,937,1,Montreal,Canada,11.176051,233.30931,11035,2023
113507,625,4,Montreal,Canada,3.6835701,446.971,6188,2019
113521,1654,2,Ottawa,Canada,13.022169,588.91943,8637,2012
113553,860,8,Montreal,Canada,5.3635955,649.20233,10343,2023
113638,1700,4,Vancouver,Canada,16.504017,702.8031,11061,2022
113788,2170,4,Vancouver,Canada,3.0801294,1392.528,7420,2009
113855,942,6,Calgary,Canada,7.1470637,602.6105,7286,2014
113856,2949,4,Vancouver,Canada,13.957575,1404.0828,9126,2016
113885,1986,3,Ottawa,Canada,2.0084853,1016.76404,10145,2025
113895,1094,4,Toronto,Canada,10.824955,450.70508,7194,2024
113925,681,3,Toronto,Canada,7.5105762,356.57303,10455,2017
113961,1432,8,Ottawa,Canada,10.598833,785.4366,6573,2025
113997,1047,1,Toronto,Canada,7.437901,493.87595,10356,2025
114012,1655,3,Calgary,Canada,2.937466,1284.0181,4721,2022
114023,1360,4,Montreal,Canada,4.218373,980.8155,6846,2024
114029,1390,6,Toronto,Canada,1.5267149,1662.0857,3887,2024
114116,711,2,Ottawa,Canada,9.3581915,322.669,15460,2018
114131,1940,2,Ottawa,Canada,8.873229,835.8116,13077,2021
114143,1433,9,Ottawa,Canada,6.659278,1188.2344,6843,2021
114146,1473,3,Toronto,Canada,3.7171335,915.9077,10354,2019
114187,1017,7,Ottawa,Canada,4.549112,826.91174,6654,2012
114203,2880,4,Montreal,Canada,13.811601,1139.9897,12843,2025
114222,1656,2,Vancouver,Canada,3.5187538,787.81793,8658,2014
114248,915,2,Vancouver,Canada,14.680719,332.3998,3672,2025
114271,959,8,Calgary,Canada,10.047099,645.53284,15343,2024
114272,1249,4,Ottawa,Canada,3.7064726,962.5576,7213,2022
114377,1028,4,Toronto,Canada,11.327281,497.3853,12651,2025
114395,1823,2,Vancouver,Canada,11.7946825,731.1448,10158,2018
114396,1544,4,Montreal,Canada,4.1548305,952.57404,10463,2016
114407,846,4,Vancouver,Canada,12.883424,365.1197,6996,2011
114453,889,4,Vancouver,Canada,6.6006436,486.94058,9266,2021
114520,2020,3,Vancouver,Canada,6.624097,1096.9142,10662,2025
114550,1013,5,Vancouver,Canada,25.117943,380.04587,8973,2015
114556,563,2,Calgary,Canada,6.4171457,283.52298,8436,2025
114624,1084,7,Calgary,Canada,1.0298676,1000.94116,13363,2025
114629,1813,2,Ottawa,Canada,9.912951,904.8476,4403,2023
114759,2562,4,Ottawa,Canada,7.1549506,1484.1077,10998,2007
114841,612,3,Montreal,Canada,7.552593,313.2481,12302,2021
114849,1440,7,Montreal,Canada,2.9214828,1420.8357,12331,2025
114950,776,4,Calgary,Canada,5.513872,334.6906,8663,2012
114999,1773,4,Ottawa,Canada,12.351591,655.7559,9206,2021
115014,1863,4,Toronto,Canada,7.0084615,1007.8954,11462,2015
115025,2237,2,Montreal,Canada,23.823568,588.0467,13014,2022
115043,1022,3,Ottawa,Canada,6.777647,454.21594,13042,2024
115055,2570,8,Ottawa,Canada,9.535539,1710.9177,15128,2025
115077,593,3,Montreal,Canada,8.066426,270.1899,7470,2014
115108,1153,3,Calgary,Canada,17.883522,345.99283,4303,2012
115115,2430,2,Calgary,Canada,13.454273,775.36755,7153,2014
115130,2534,8,Montreal,Canada,5.2218213,2548.7463,9358,2024
115135,2039,5,Calgary,Canada,10.003975,1093.0131,15169,2010
115170,1045,3,Calgary,Canada,7.506406,558.2818,12485,2013
115173,696,3,Montreal,Canada,15.808201,201.77759,3608,2024
115180,1062,2,Montreal,Canada,9.59849,381.2757,6180,2018
115194,1734,8,Calgary,Canada,15.360738,855.0714,7257,2023
115209,2853,3,Toronto,Canada,6.100033,1759.235,12874,2024
115442,1230,5,Ottawa,Canada,2.0369973,728.3764,10568,2002
115457,3414,2,Montreal,Canada,3.1181004,2371.1836,11074,2021
115484,666,4,Ottawa,Canada,4.6808,495.5547,8106,2021
115532,766,3,Calgary,Canada,4.2883196,383.9398,9748,2022
115548,1232,3,Ottawa,Canada,3.8363998,744.70435,14497,2020
115570,1399,9,Vancouver,Canada,4.143686,1169.4235,3730,2021
115674,3160,5,Montreal,Canada,2.0565202,2261.4958,12029,2020
115677,1449,7,Calgary,Canada,3.462268,960.3766,9798,2022
115810,1842,3,Vancouver,Canada,4.981818,1052.2277,10006,2023
115821,1802,5,Ottawa,Canada,7.784349,1202.5336,7783,2011
115858,1136,7,Calgary,Canada,22.318655,431.3779,14075,2025
115989,1396,7,Calgary,Canada,2.8394926,870.5425,7175,2025
116001,2616,5,Ottawa,Canada,1.2933087,1788.0226,8092,2020
116021,802,2,Toronto,Canada,13.818979,360.1833,9539,2023
116114,1020,3,Calgary,Canada,3.455833,580.3164,13678,2023
116122,722,4,Vancouver,Canada,3.7826889,421.2639,4540,2008
116131,1242,3,Calgary,Canada,5.98936,473.11694,12176,2024
116147,1755,6,Vancouver,Canada,1.1998332,1444.0007,8716,2019
116165,1746,3,Ottawa,Canada,15.427047,684.75073,4939,2022
116172,1559,4,Vancouver,Canada,17.09454,543.676,3982,2025
116210,1265,2,Toronto,Canada,5.1859775,675.6204,9192,2023
116231,1140,4,Ottawa,Canada,1.8431896,976.6374,7058,2011
116243,694,3,Toronto,Canada,12.925184,328.69858,7434,2013
116378,1199,4,Vancouver,Canada,11.570267,508.2662,2573,2017
116392,1499,3,Montreal,Canada,3.1362736,941.53986,5791,2012
116496,979,3,Ottawa,Canada,16.866829,346.46445,13500,2025
116565,1716,6,Montreal,Canada,16.755941,899.01886,2910,2020
116575,2150,10,Calgary,Canada,11.98704,1006.1384,9922,2021
116672,1349,5,Montreal,Canada,8.595287,925.1957,3274,2024
116699,1028,3,Ottawa,Canada,12.043796,394.42767,6668,2018
116716,1424,4,Toronto,Canada,9.148856,935.4762,4894,2021
116733,735,2,Toronto,Canada,5.2834496,365.3256,5138,2025
116764,1220,3,Toronto,Canada,11.769248,566.7074,12234,2010
116766,801,3,Ottawa,Canada,8.979529,395.25754,2548,2023
116823,1922,3,Montreal,Canada,10.269136,916.91516,9312,2022
116860,1073,5,Calgary,Canada,17.668444,471.17328,3761,2023
116900,1087,3,Calgary,Canada,5.5749536,504.5232,14203,2021
116923,1415,3,Ottawa,Canada,6.3884645,599.1124,12872,2015
116931,1956,6,Calgary,Canada,8.215349,1211.848,11473,2025
116963,480,3,Ottawa,Canada,7.0327206,251.05157,13992,2012
116987,1362,3,Calgary,Canada,22.397015,325.34045,8813,2010
116990,1574,3,Ottawa,Canada,18.35281,540.0259,11187,2022
117113,3155,3,Montreal,Canada,6.1377177,1745.7742,7005,1996
117185,638,3,Ottawa,Canada,8.416149,276.3974,8191,2024
117285,831,3,Toronto,Canada,4.502725,493.22943,12749,2024
117390,1351,3,Montreal,Canada,14.946383,474.9283,9152,2023
117419,693,8,Vancouver,Canada,8.62443,447.29575,8653,2025
117428,1145,4,Vancouver,Canada,3.8080912,848.4207,5388,2015
117433,833,4,Toronto,Canada,3.6748147,568.86615,5989,2017
117477,987,7,Calgary,Canada,10.064874,537.72327,16047,2023
117511,2048,8,Montreal,Canada,7.989962,1967.584,9213,2024
117533,1075,5,Montreal,Canada,2.2058766,638.71826,1804,2025
117584,852,6,Vancouver,Canada,4.346849,647.8499,2818,2023
117612,1095,3,Calgary,Canada,8.96538,471.09036,5867,2020
117621,2145,2,Montreal,Canada,4.531209,1354.491,11201,2023
117639,347,9,Montreal,Canada,3.9367566,321.33737,3334,2024
117668,1124,6,Montreal,Canada,2.859403,815.88654,11418,2025
117689,1088,2,Toronto,Canada,6.561836,537.44775,6952,2025
117729,1658,5,Vancouver,Canada,14.720567,949.0522,3988,2020
117745,1098,4,Montreal,Canada,0.85236406,760.5856,11695,2018
117763,1162,3,Calgary,Canada,3.8905878,517.16504,3045,2025
117855,2519,2,Ottawa,Canada,4.8559494,1322.0321,12171,2025
117881,1240,2,Montreal,Canada,8.108429,601.49255,4257,2022
117943,1722,1,Toronto,Canada,8.307815,831.6431,9939,2024
117965,940,3,Ottawa,Canada,10.518271,522.7959,6441,2020
118093,2457,3,Ottawa,Canada,2.7834277,1891.7239,5076,2023
118100,2763,4,Montreal,Canada,5.329442,1745.7858,11630,2019
118340,1649,3,Ottawa,Canada,12.233537,555.8803,8560,2025
118381,3244,2,Ottawa,Canada,4.6529646,1975.4524,4249,2025
118384,974,6,Ottawa,Canada,6.3158064,650.56696,14299,2020
118401,982,4,Calgary,Canada,7.508205,431.04956,16900,2020
118420,2475,2,Montreal,Canada,3.4589849,1586.9146,9353,2005
118449,2278,4,Montreal,Canada,22.157207,810.2871,4848,2025
118466,1383,3,Montreal,Canada,6.7581954,576.6228,6635,2019
118479,975,5,Toronto,Canada,3.4457994,760.8564,6516,2025
118575,1053,4,Ottawa,Canada,9.349528,677.2815,4129,2018
118597,1011,2,Toronto,Canada,7.7900133,492.21072,7774,2017
118601,678,3,Ottawa,Canada,18.924326,223.45583,8897,2015
118682,4247,8,Ottawa,Canada,12.189185,3324.952,12363,2025
118832,497,3,Toronto,Canada,10.508443,213.84416,6160,2022
118863,1232,6,Ottawa,Canada,18.049566,603.12213,11284,2018
118886,3104,4,Toronto,Canada,3.9622533,2170.4856,8338,2025
119035,2621,3,Montreal,Canada,1.7024902,1694.5825,6800,2024
119064,1436,1,Ottawa,Canada,4.3875823,541.6343,15489,2015
119086,2386,8,Montreal,Canada,3.3986044,2150.4836,9940,2025
119134,2932,5,Montreal,Canada,4.91066,2009.7572,6478,2024
119136,1598,4,Vancouver,Canada,0.8751596,964.0583,1860,2022
119148,2327,3,Montreal,Canada,5.570511,814.1297,6762,2020
119184,996,4,Montreal,Canada,2.131422,807.48505,7125,2011
119194,940,2,Calgary,Canada,12.926565,340.76407,16210,2023
119216,503,3,Ottawa,Canada,6.679214,168.91148,13919,2025
119229,1677,4,Vancouver,Canada,6.320125,997.82825,6974,2006
119274,2792,2,Ottawa,Canada,12.601976,1156.3176,7030,2022
119357,1460,4,Vancouver,Canada,2.8685992,970.1105,10900,2019
119372,1222,3,Vancouver,Canada,10.753277,746.4764,7779,2023
119412,1055,7,Ottawa,Canada,5.777952,778.46796,4080,2024
119487,1848,5,Montreal,Canada,5.8091726,1024.715,7616,2017
119488,396,5,Toronto,Canada,22.916376,154.76942,10629,2016
119618,992,2,Vancouver,Canada,10.702529,493.73676,7662,2024
119624,2160,4,Vancouver,Canada,14.345255,1242.5481,8648,2023
119652,1244,2,Vancouver,Canada,4.0088906,708.36127,3260,2020
119656,1033,2,Toronto,Canada,0.7639075,892.23486,9346,2017
119662,1390,7,Toronto,Canada,1.5407616,1339.4911,12125,2024
119674,1127,4,Calgary,Canada,3.026675,824.8513,16014,2024
119755,2861,2,Vancouver,Canada,15.76208,967.2794,6503,2022
119768,968,3,Toronto,Canada,7.303717,533.35333,11262,2008
119849,1023,3,Calgary,Canada,7.039781,489.07355,7141,2021
119867,1617,2,Toronto,Canada,11.111303,766.1405,4500,2020
119882,1388,3,Vancouver,Canada,0.7507961,1217.5265,6111,2009
119885,1195,7,Montreal,Canada,11.923738,656.04504,7103,2020
119891,2071,4,Calgary,Canada,8.690426,926.011,5456,2022
119903,1041,6,Montreal,Canada,2.7983012,945.24915,11361,2019
119912,964,3,Vancouver,Canada,6.545711,448.30118,8765,2009
119930,619,3,Calgary,Canada,12.625768,219.30159,4080,2023
119974,1883,3,Ottawa,Canada,11.840096,778.6352,13986,2013
120030,1347,4,Calgary,Canada,14.557976,433.99323,11955,2009
120044,1959,3,Vancouver,Canada,4.038939,1278.2057,5348,2016
120070,2091,3,Calgary,Canada,6.583958,1314.1451,12158,2017
120087,1201,3,Toronto,Canada,10.714557,515.25977,7126,2021
120139,725,8,Montreal,Canada,11.974116,469.44202,11529,2019
120168,987,3,Ottawa,Canada,6.946264,519.7669,3193,2017
120186,1208,1,Vancouver,Canada,10.57639,499.69595,6499,2021
120187,645,4,Montreal,Canada,8.600547,276.52484,12794,2019
120252,2125,2,Calgary,Canada,4.4352307,835.9912,14674,2022
120301,660,2,Vancouver,Canada,6.3568735,399.4351,5998,2023
120341,1444,6,Vancouver,Canada,3.0767868,1396.0374,9816,2022
120383,1612,5,Vancouver,Canada,5.615139,1141.7992,11966,2021
120391,3306,2,Ottawa,Canada,2.5232148,2003.8712,14386,2017
120416,775,2,Calgary,Canada,11.19563,278.6758,14493,2022
120503,1463,2,Ottawa,Canada,2.9229813,877.6203,7646,2020
120518,867,4,Montreal,Canada,6.889214,471.4277,8926,2025
120545,910,3,Vancouver,Canada,5.7603974,433.0781,6585,2024
120608,819,5,Vancouver,Canada,7.0397296,441.1926,1298,2025
120642,1796,4,Vancouver,Canada,5.22121,1241.1533,8516,2025
120672,1566,2,Calgary,Canada,4.4240055,739.5455,14265,2024
120718,1135,7,Calgary,Canada,6.6962442,601.3917,9017,2017
120777,1911,3,Vancouver,Canada,3.200574,1183.6426,11448,2011
120845,967,10,Calgary,Canada,2.3930285,1009.1285,12864,2024
120914,854,3,Vancouver,Canada,2.4527593,546.1146,8388,2024
121029,1246,2,Montreal,Canada,2.2834854,774.36975,9453,2019
121036,1706,4,Vancouver,Canada,7.1507244,832.0264,6339,2023
121037,1941,3,Calgary,Canada,15.390399,596.6997,10967,2022
121051,2836,8,Toronto,Canada,3.684489,2954.322,5631,2023
121094,1158,3,Ottawa,Canada,1.6700356,870.335,11289,2022
121123,1000,3,Vancouver,Canada,2.5768905,718.31976,10594,2019
121147,1568,3,Ottawa,Canada,4.2376504,1063.4242,6030,2022
121200,1067,2,Montreal,Canada,2.1056075,513.94525,3175,2020
121201,862,4,Ottawa,Canada,7.9128633,593.43225,10184,2008
121230,2549,2,Montreal,Canada,15.324826,845.72485,2714,2025
121266,3183,4,Calgary,Canada,16.991974,1062.8322,11756,2023
121463,1009,3,Vancouver,Canada,3.9042854,751.8591,8664,2018
121567,1706,3,Montreal,Canada,6.3995504,904.76715,9630,2017
121577,1202,7,Montreal,Canada,10.680875,751.1853,2303,2016
121584,1460,7,Montreal,Canada,19.15536,515.8554,6193,2008
121642,1678,5,Ottawa,Canada,6.9052672,1197.6311,7869,2008
121645,963,8,Calgary,Canada,2.6279986,666.88354,10998,2017
121823,594,3,Vancouver,Canada,1.7675097,358.30096,761,2024
121843,1666,4,Vancouver,Canada,8.868797,638.7832,8620,2024
121882,954,3,Ottawa,Canada,3.5787892,491.13715,11429,2018
121901,1226,4,Calgary,Canada,5.8200116,684.41876,3644,2025
121948,1048,2,Ottawa,Canada,23.731699,263.20242,13740,2024
121964,762,2,Toronto,Canada,9.68171,341.52448,6261,2007
121981,1116,7,Calgary,Canada,9.258714,603.3301,11634,2019
122015,2160,7,Calgary,Canada,8.00943,1506.8993,6449,2025
122105,826,4,Montreal,Canada,7.538605,427.3721,1222,2023
122208,1260,7,Calgary,Canada,17.384613,467.11993,14871,2018
122225,1833,5,Ottawa,Canada,5.3324203,1249.2059,7015,2002
122240,1052,9,Montreal,Canada,3.9329712,985.40924,5574,2025
122349,803,5,Montreal,Canada,11.786369,355.2968,3824,2022
122365,1770,6,Toronto,Canada,5.315915,1798.688,3576,2021
122380,1149,5,Vancouver,Canada,7.497084,752.5312,9183,2024
122547,545,3,Vancouver,Canada,3.113979,306.99976,7405,2021
122582,2656,6,Ottawa,Canada,2.6744757,2298.2273,8462,2023
122587,1351,2,Montreal,Canada,2.4489765,903.71234,11614,2015
122596,693,4,Calgary,Canada,7.044402,308.29272,12166,2021
122606,1042,5,Ottawa,Canada,2.262079,803.3481,7871,2003
122707,1299,4,Toronto,Canada,4.9252996,860.11725,11200,2024
122830,3072,3,Ottawa,Canada,3.3792446,2152.5532,9335,2006
122922,2323,2,Toronto,Canada,7.116253,1394.9813,1611,2022
123038,872,2,Ottawa,Canada,7.4041867,476.2668,15155,2019
123068,978,3,Calgary,Canada,2.4679134,626.8519,14499,2024
123109,918,5,Calgary,Canada,3.6909986,696.56885,8608,2015
123147,1505,2,Ottawa,Canada,6.317255,796.50806,2307,2000
123188,1296,4,Vancouver,Canada,6.575876,749.34216,3692,2020
123228,629,5,Toronto,Canada,4.7495914,581.82477,12710,2017
123242,1109,2,Ottawa,Canada,12.35579,345.0145,6732,2023
